born_generation,depth,latent,encoder_widths,encoding,time_steps,voltage_threshold,winning_seed_offset,alpha,beta,g1,g2,d_truth,d_penalized_mean,d_penalized_std,latent_activity,param_count,inference_cost,est_latency_ms,feasible,constraint_violation
2,1,39,39,direct,1,1,1,0.248141,0.928507,-0.680366,0.176648,1.68963,1.79682,0.00339381,0.164061,20263,9984,0.019968,1,0
2,1,10,10,latency,16,0.2,1,0.143488,0.912143,-0.768655,0.0556306,1.76953,1.81756,0.0140955,0.153741,5386,40960,0.08192,1,0
2,1,68,68,direct,1,1,0,0.284086,0.935572,-0.651486,0.219658,1.66603,1.79648,0.00228836,0.180257,35140,17408,0.034816,1,0
2,2,4,33-4,direct,1,1,1,0.126093,0.937963,-0.81187,0.0640555,1.813,1.86942,0.0211692,0.391199,17486,8580,0.01716,1,0
2,2,16,26-16,direct,1,1,0,0.150541,0.934342,-0.783801,0.0848831,1.78582,1.84441,0.00740174,0.424018,14468,7072,0.014144,1,0
2,2,58,72-58,direct,1,1,1,0.259355,0.93511,-0.675755,0.194465,1.687,1.80313,0.00240947,0.498442,45674,22608,0.045216,1,0
2,4,1,55-49-46-1,direct,1,1,0,0,0.951587,-0.951587,-0.0484127,1.95219,1.98496,0.00311714,1.2608,38707,19075,0.03815,1,0
2,4,51,108-94-61-51,poisson,16,0.2,0,0.200835,0.928616,-0.727781,0.129451,1.73262,1.81177,0.00342283,0.648433,94123,746320,1.49264,1,0
2,1,16,16,latency,16,0.2,1,0.192201,0.916997,-0.724796,0.109198,1.72825,1.79994,0.0102028,0.159211,8464,65536,0.131072,1,0
2,6,16,115-103-59-28-24-16,poisson,16,0.2,1,0.0636751,0.929464,-0.865789,-0.00686058,1.8658,1.8797,0.00968464,0.931675,101070,801120,1.60224,1,0
3,1,30,30,latency,16,0.2,0,0.207735,0.923377,-0.715642,0.131112,1.72065,1.79914,0.0020532,0.19732,15646,122880,0.24576,1,0
3,4,1,105-102-49-1,direct,1,1,2,0,0.972751,-0.972751,-0.0272487,1.97294,1.9912,0.00249983,1.17888,86043,42637,0.085274,1,0
3,2,47,77-47,direct,1,1,1,0.253828,0.935593,-0.681766,0.189421,1.6924,1.80488,0.00121324,0.517855,47119,23331,0.046662,1,0
3,1,77,77,poisson,16,0.2,2,0.272003,0.936195,-0.664192,0.208199,1.67716,1.79964,0.00048806,0.250211,39757,315392,0.630784,1,0
3,1,126,126,poisson,16,0.2,0,0.269975,0.93897,-0.668995,0.208945,1.68202,1.80639,0.00252167,0.254011,64894,516096,1.03219,1,0
3,4,24,77-76-33-24,latency,16,0.2,2,0.192369,0.914925,-0.722556,0.107294,1.72589,1.8021,0.0109476,0.316558,58380,461824,0.923648,1,0
3,1,70,70,latency,16,0.2,0,0.265475,0.932566,-0.667091,0.198041,1.67881,1.7968,0.00144978,0.209807,36166,286720,0.57344,1,0
3,1,72,72,direct,1,1,0,0.282105,0.932775,-0.65067,0.214879,1.6646,1.79256,0.00238355,0.18373,37192,18432,0.036864,1,0
3,5,30,85-68-67-34-30,direct,1,1,2,0.13477,0.953898,-0.819128,0.0886676,1.82129,1.88587,0.0134651,0.747434,71582,35394,0.070788,1,0
3,2,30,120-30,direct,1,1,0,0.266652,0.934541,-0.66789,0.201193,1.67998,1.80375,0.00428718,0.56499,69166,34320,0.06864,1,0
3,2,30,77-30,direct,1,1,0,0.255955,0.93302,-0.677065,0.188975,1.68768,1.80256,0.00555245,0.506275,44484,22022,0.044044,1,0
3,4,65,92-84-66-65,latency,16,0.2,1,0.244365,0.928472,-0.684107,0.172836,1.69295,1.79707,0.00230188,0.329406,83033,657824,1.31565,1,0
