backend,profile,dataset,model,encoding,architecture,layers,v_th,alpha,run,seed,config_hash,mse,mae,r2,precision,recall,f1,spike_rate,energy,train_ms,infer_ms,param_count,macs
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,0.500000,0.900000,2,43,1907081217213120053,0.109321,0.240732,0.499048,0.000000,0.000000,0.000000,0.878776,375389.000000,2613.882812,1.877695,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,0.500000,0.990000,2,43,1907081217213120053,0.095753,0.223052,0.561223,0.000000,0.000000,0.000000,0.880469,375402.000000,2998.307861,1.927981,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,1.000000,0.800000,2,43,1907081217213120053,0.096732,0.220238,0.556735,0.000000,0.000000,0.000000,0.898958,375544.000000,2619.415039,1.867777,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,1.000000,0.900000,2,43,1907081217213120053,0.111494,0.246059,0.489088,0.000000,0.000000,0.000000,0.868620,375311.000000,2663.362061,1.859187,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,1.000000,0.990000,2,43,1907081217213120053,0.088842,0.212462,0.592893,0.000000,0.000000,0.000000,0.892578,375495.000000,2633.105957,1.858489,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,1.500000,0.800000,2,43,1907081217213120053,0.113295,0.247368,0.480838,0.000000,0.000000,0.000000,0.868099,375307.000000,3028.083740,1.887961,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,1.500000,0.900000,2,43,1907081217213120053,0.111693,0.243339,0.488175,0.000000,0.000000,0.000000,0.870182,375323.000000,2953.158447,1.897740,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,1.500000,0.990000,2,43,1907081217213120053,0.103977,0.233771,0.523536,0.000000,0.000000,0.000000,0.878776,375389.000000,2737.509033,2.021848,37286,36864
xtensor,article_snn_conv1d,fsdd,lstm-ae,latency,lstm,1,0.000000,0.000000,3,44,1907081217213120053,0.241491,0.486262,0.021277,0.000000,0.000000,0.000000,0.000000,85238400.000000,323130.968750,1224.628540,120225,8523840
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,0.500000,0.800000,3,44,1907081217213120053,0.129614,0.266633,0.406057,0.000000,0.000000,0.000000,0.845833,375136.000000,3031.173340,1.844171,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,0.500000,0.900000,3,44,1907081217213120053,0.102498,0.232056,0.530315,0.000000,0.000000,0.000000,0.881771,375412.000000,2607.123779,1.861561,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,0.500000,0.990000,3,44,1907081217213120053,0.089020,0.211627,0.592074,0.000000,0.000000,0.000000,0.904167,375584.000000,2889.297607,1.877834,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,1.000000,0.800000,3,44,1907081217213120053,0.104206,0.236083,0.522486,0.000000,0.000000,0.000000,0.878646,375388.000000,2735.528076,1.843333,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,1.000000,0.900000,3,44,1907081217213120053,0.100320,0.226716,0.540292,0.000000,0.000000,0.000000,0.883203,375423.000000,3162.037354,1.908285,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,1.000000,0.990000,3,44,1907081217213120053,0.110303,0.240318,0.494546,0.000000,0.000000,0.000000,0.875651,375365.000000,3044.521240,1.813859,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,1.500000,0.800000,3,44,1907081217213120053,0.115115,0.255042,0.472496,0.000000,0.000000,0.000000,0.860937,375252.000000,2546.673584,1.852062,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,1.500000,0.900000,3,44,1907081217213120053,0.112948,0.239831,0.482426,0.000000,0.000000,0.000000,0.876172,375369.000000,2908.433350,1.878812,37286,36864
xtensor,article_snn_conv1d,fsdd,snn-ae,latency,conv1d,2,1.500000,0.990000,3,44,1907081217213120053,0.095271,0.223860,0.563428,0.000000,0.000000,0.000000,0.887109,375453.000000,2559.283447,1.861630,37286,36864
